APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,164566,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,10701,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,112262,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,140864,1
T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,1M-5M,N,3968122,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T7,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,Other,CommunityServ,Association,1,100000-499999,N,535987,0
T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
Other,Independent,C1000,ProductDev,Trust,1,25000-99999,N,17747,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,2609289,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,Y,5000,0
T3,Independent,C1000,Preservation,Association,1,10000-24999,N,18877,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,43281,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T5,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,100000-499999,N,457026,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,100000-499999,N,282119,1
T3,CompanySponsored,Other,Preservation,Trust,1,50M+,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,1-9999,N,88161,1
T6,CompanySponsored,C2000,ProductDev,Trust,1,100000-499999,N,547586,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,277232,1
T8,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,8054,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T6,Independent,C1200,ProductDev,Trust,1,0,N,5000,0
T8,Independent,C1000,Preservation,Trust,1,25000-99999,N,16981,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T5,Independent,C3000,ProductDev,Trust,1,25000-99999,N,54258,1
T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,553635,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,2405385,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T6,CompanySponsored,C2000,ProductDev,Trust,1,100000-499999,N,60149,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,125274,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,229310,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,35631,0
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,42657,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,85813,0
T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T6,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,62298,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,10000-24999,N,15830,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T4,Independent,C3000,ProductDev,Trust,1,10000-24999,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,1882838,0
T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T8,Independent,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Trust,1,1M-5M,N,3708700,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,541529,0
T3,CompanySponsored,Other,Preservation,Association,1,100000-499999,N,513948,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,108820,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,361235,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Association,1,25000-99999,N,46278,1
T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,3193719,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,371345,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,239006,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,10M-50M,N,8613479,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T6,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,1216745,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,100000-499999,N,159236,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T10,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,5000,1
T8,Independent,C1000,ProductDev,Association,1,10000-24999,N,11829,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T6,CompanySponsored,C2000,ProductDev,Association,1,25000-99999,N,5000,1
T4,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,49866,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,500490,0
T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,337557,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,53639,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,74006,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,114615,1
T19,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,14652,1
T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,80326,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1431002,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,53241,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,121047,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,15525,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
T5,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T10,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,5819111,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,9799,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,77237,1
T3,Independent,C1000,CommunityServ,Trust,1,0,N,5147,1
T3,CompanySponsored,Other,Preservation,Trust,1,25000-99999,N,5000,1
T3,Independent,Other,Preservation,Trust,1,100000-499999,N,91797,1
T3,CompanySponsored,C2000,CommunityServ,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,CommunityServ,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,CommunityServ,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,CommunityServ,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,51160,1
T3,Independent,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,1-9999,N,6334,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T4,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
T7,Independent,C1000,ProductDev,Association,1,10000-24999,N,10277,1
T3,Independent,C2100,Preservation,Trust,1,1-9999,N,13189,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,122031,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T6,CompanySponsored,C1000,ProductDev,Trust,1,25000-99999,N,30186,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Association,1,25000-99999,N,47242,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,36680,0
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,92545,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T4,Independent,C3000,ProductDev,Association,1,0,N,5000,0
T7,Independent,C1000,ProductDev,Association,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,234618,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Heathcare,Trust,1,50M+,N,92727433,0
T3,CompanySponsored,C1000,Heathcare,Trust,1,50M+,N,37629622,0
T3,CompanySponsored,C1000,Heathcare,Trust,1,50M+,N,116841141,0
T3,CompanySponsored,C1000,Heathcare,Trust,1,50M+,N,494721414,0
T3,CompanySponsored,C1000,Heathcare,Trust,1,50M+,N,80673077,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,318029,1
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,15344,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,1M-5M,N,2122525,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5731,0
T3,CompanySponsored,C2000,Preservation,Trust,1,100000-499999,N,96520,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,52372,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,16340,1
T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5218,0
T3,Independent,C1000,Preservation,Corporation,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,551569,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,132966,0
T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
T5,Independent,C2000,ProductDev,Association,1,25000-99999,N,26091,0
T5,CompanySponsored,C3000,ProductDev,Association,1,10M-50M,N,17437119,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,251911,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,1-9999,N,12686,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,271950,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T6,CompanySponsored,C1000,ProductDev,Association,1,100000-499999,N,169779,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,5M-10M,N,5397230,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Association,1,100000-499999,N,384789,1
T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
T4,CompanySponsored,Other,ProductDev,Association,1,0,N,5000,0
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,1,100000-499999,N,29611,1
T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,96475,1
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T19,Independent,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,313023,0
T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,252796,0
T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,CommunityServ,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,45289,0
T6,CompanySponsored,C2000,ProductDev,Association,1,25000-99999,N,111470,0
T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,59646,1
T4,Independent,C3000,ProductDev,Association,1,0,N,5000,0
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T4,Independent,C2000,ProductDev,Association,1,0,N,5000,0
T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,25000-99999,N,331935,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T19,Independent,C1000,Preservation,Association,1,10000-24999,N,14946,1
T19,Independent,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,25000-99999,N,21962,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T4,CompanySponsored,C3000,ProductDev,Association,1,1-9999,N,19821,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T6,Independent,C2000,ProductDev,Association,1,0,N,5000,0
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Trust,1,100000-499999,N,100393,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,1118858,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T4,CompanySponsored,C3000,ProductDev,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T19,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,72504,0
T3,Independent,Other,ProductDev,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T4,Independent,C1000,ProductDev,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,138463,0
T5,CompanySponsored,C3000,ProductDev,Association,1,100000-499999,N,122767,0
T3,CompanySponsored,C2000,Preservation,Trust,1,100000-499999,N,34031,0
Other,Independent,C1000,ProductDev,Co-operative,1,5M-10M,N,1097129,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T4,Independent,C3000,ProductDev,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,260166,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,162839,0
T3,Independent,C1200,Preservation,Trust,1,10M-50M,N,23899548,0
T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
T5,Independent,C3000,ProductDev,Association,1,0,N,5000,1
T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,1,100000-499999,N,985985,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,169554,0
T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,1M-5M,N,8552998,0
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,25000-99999,N,1717994,0
T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
Other,Independent,C1000,ProductDev,Co-operative,1,25000-99999,N,971790,1
T6,Independent,C3000,ProductDev,Co-operative,1,100000-499999,N,428992,1
T3,Independent,C1000,Preservation,Co-operative,1,5M-10M,N,16184459,1
T3,Independent,C1000,Preservation,Co-operative,1,1M-5M,N,46636663,1
T3,Independent,C1000,Preservation,Co-operative,1,10000-24999,N,97503,0
T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,465941,0
T5,Independent,C1000,ProductDev,Co-operative,1,25000-99999,N,58123,1
T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
T3,Independent,C1000,Preservation,Co-operative,1,25000-99999,N,1026702,0
T3,Independent,C1000,Preservation,Trust,1,1-9999,N,9323,1
T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T10,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
T3,Independent,C1000,Heathcare,Association,1,10M-50M,N,182517815,1
